Name,Lat,Lon
NTK,40.70878789999999,-73.8631764
Shell,40.70268359999999,-73.8548737
Dunkin',40.7028695,-73.8546683
McDonald's,40.693196,-73.853741
Prima Pizza,40.6936055,-73.8526602
Popeyes Louisiana Kitchen,40.69342290000001,-73.8524761
Antojitos Ecuatorianos,40.6841106,-73.8701183
Domino's Pizza,40.691731,-73.8636571
Mei Xin Yuan Dumpling House,40.6941475,-73.8498595
Rico Chimi Atlantic Ave.,40.6851275,-73.8603719
Fu Xing House,40.6837332,-73.8725994
Gustoso,40.68356050000001,-73.8728721
Enzo's Pizzeria Ristorante,40.6842252,-73.8593593
Lee Chinese Food,40.6833214,-73.8727285
Panda Express,40.71143000000001,-73.8592418
7-Eleven,40.7135498,-73.8727168
Duran Restaurant,40.6944084,-73.8490829
Rico's Chicken,40.713045,-73.8772519
Tajadas bakery,40.6948683,-73.8484538
Domino's Pizza,40.7110038,-73.8559958
Rosa's Pizza,40.713315,-73.8754225
Pizza Hut,40.68613999999999,-73.8516919
Generosa Bar & Lounge And Restaurant,40.6841719,-73.8697058
Papa Johns Pizza,40.6824844,-73.8758199
Umi Sushi,40.7114853,-73.8561356
Crown fried chicken pizza and coffee shop,40.6819248,-73.8787131
Buongiorno Bagels & Caf??,40.71043969999999,-73.8651202
El Nuevo Barzola Restaurant,40.6815322,-73.8713957
Associazione Sportiva Italiana di New York,40.70881,-73.8632589
Subway,40.69208149999999,-73.861575
Tropical Restaurant,40.6925893,-73.8557675
Aztec Soul,40.6813121,-73.8718201
Golden Kitchen,40.69212419999999,-73.8629389
New Lane Pizza,40.69172,-73.8657891
Caridad,40.69310550000001,-73.8539628
Magnolia Bakery,40.7358891,-74.0049542
Artichoke Basille's Pizza,40.73,-74.0007278
Dos Caminos,40.74043309999999,-74.0054753
STK Steakhouse Downtown NYC,40.739794,-74.007275
Old Homestead Steakhouse,40.7412007,-74.0047629
The Tippler,40.7423235,-74.0062542
Waverly Inn,40.7369442,-74.0022445
Mighty Quinn's Barbeque,40.7367129,-74.0013935
"One if by Land, Two if by Sea",40.73254800000001,-74.0026278
Pastis,40.7392418,-74.007014
Little Owl,40.732398,-74.005318
Blue Note,40.7309083,-74.0006557
Employees Only,40.7334346,-74.0061109
Del Posto,40.7433097,-74.0079322
Bowlero Chelsea Piers,40.7460064,-74.0089854
The Taco Shop,40.7319387,-74.0015608
John's of Bleecker Street,40.7316187,-74.0034468
L'Artusi,40.7337833,-74.0051396
Palma,40.73120109999999,-74.0023412
Babbo,40.73229599999999,-73.9992785
Blind Tiger,40.7318858,-74.0032253
Pier 57,40.743058,-74.0090631
The Standard Grill,40.7406769,-74.0078763
Buvette,40.7326259,-74.0043284
Wilfie & Nell,40.7340642,-74.0030705
Perry St,40.73444689999999,-74.0096758
Hudson Clearwater,40.7311111,-74.0069444
ZiZi,40.7429063,-73.9999607
Casa La Femme,40.7339454,-74.0081223
Bathtub Gin,40.7435711,-74.0031575
Morandi,40.73531699999999,-74.0014282
Joe's Pizza,40.7306597,-74.0021707
Cafe Cluny,40.7374114,-74.0039633
Malatesta Trattoria,40.7328622,-74.008394
Empellon Taqueria & Bar,40.734142,-74.0030683
ta??m mediterranean kitchen,40.73599699999999,-74.0019593
Art Bar,40.73846939999999,-74.0034972
Chipotle Mexican Grill,40.7282504,-74.0051226
White Horse Tavern,40.7356977,-74.006192
Mermaid Oyster Bar,40.72914499999999,-74.0013618
The Dutch,40.72653280000001,-74.0021536
Bobo,40.7344552,-74.0026304
Walls??,40.73540999999999,-74.008212
Chelsea Piers Golf Club,40.74553549999999,-74.0087126
Cafeteria,40.7405304,-73.9979937
Balaboosta,40.7376733,-74.0058893
Family Meal at Blue Hill,40.7320465,-73.9996685
Caliente Cab Co.,40.7318772,-74.0035615
Frying Pan NYC,40.7518809,-74.0085366
Ear Inn,40.7259222,-74.0094833
Market Table,40.729716,-74.0037027
Tartine,40.73639010000001,-74.0034518
Aria Wine Bar,40.7291474,-74.0034547
Shuka,40.7270639,-74.0027877
Gottino Enoteca e Salumeria,40.7357702,-74.0004556
Piccolo Angolo,40.7380556,-74.0058333
The Brooklyneer,40.7286844,-74.0045943
Barrow Street Ale House,40.7326444,-74.0025296
Off the Wagon,40.7299239,-74.0007935
Westville Hudson,40.727247,-74.007539
Shake Shack Madison Square Park,40.741518,-73.9881734
Momofuku Noodle Bar,40.7292083,-73.984415
Grand Central Oyster Bar,40.7524823,-73.9774311
Wolfgang's Steakhouse - Park Avenue New York City,40.7466662,-73.9819629
Eleven Madison Park,40.74165189999999,-73.9872353
Gramercy Tavern,40.7384555,-73.9885064
2nd Ave Deli,40.7451944,-73.9791835
Pershing Square,40.7520244,-73.9778258
S'MAC,40.730212,-73.983724
Sushi Yasuda,40.7511139,-73.9735083
Scarpetta,40.74458180000001,-73.9856202
Maialino (vicino),40.74488689999999,-73.984231
Motorino Pizza,40.7303588,-73.9838277
Friend Of A Farmer - Gramercy Park,40.73687759999999,-73.9868623
Union Square Cafe,40.7377702,-73.9878767
Please Don't Tell,40.72713709999999,-73.9837411
Sparks Steak House,40.7529737,-73.9720665
Barbounia,40.7383263,-73.9880646
Water's Edge,40.74981229999999,-73.9552979
Park Avenue Tavern,40.75021580000001,-73.9786899
Artichoke Basille's Pizza,40.73216670000001,-73.9838333
Hillstone,40.742659,-73.9848365
Nobi Sushi,40.74332709999999,-73.9795432
Zucker's Bagels & Smoked Fish,40.7507224,-73.9768828
Ai Fiori,40.7500752,-73.9837835
Benjamin Steakhouse,40.7517399,-73.9790543
Riverpark,40.7395161,-73.9734141
Ess-a-Bagel,40.7342604,-73.9800402
The Smith,40.7310104,-73.9885813
L?€?Express,40.7381523,-73.987657
Sao Mai,40.7303656,-73.9835091
Jackson Hole Burgers,40.7461701,-73.9775096
Vallata,40.73807,-73.9885877
Max Brenner New York,40.73432269999999,-73.991186
Franchia Vegan Caf??,40.747576,-73.9812702
abc kitchen,40.73777499999999,-73.9896167
The Cutting Room,40.7459751,-73.9829183
ilili Restaurant,40.74438559999999,-73.9877581
Craft,40.7381658,-73.9886678
The Smith,40.755202,-73.967987
Bierhaus NYC,40.7525325,-73.9733874
Mason Jar NYC,40.74490199999999,-73.983696
Hangawi,40.7466013,-73.9847617
Rosa Mexicano,40.7383066,-73.9908146
'ESSEN,40.7518206,-73.9802134
Hearth,40.7300263,-73.9831883
Irving Farm New York,40.73681029999999,-73.9869409
Casa Mono,40.73589359999999,-73.9871361
Sahara East,40.7294548,-73.983696
Sophie's Cuban Cuisine - Murray Hill,40.743767,-73.97393
Cafe Mogador,40.7274314,-73.9843115
Lillie's Victorian Establishment,40.7376883,-73.9911216
Old Town Bar,40.7376111,-73.9891583
Maguro,40.7420629,-73.9813462
Garlic New York Pizza Bar,40.7451535,-73.975869
Starbucks,40.744169,-73.983712
The Capital Grille,40.75392839999999,-73.9763453
"Docks Oyster Bar - Midtown East, NYC",40.74965229999999,-73.9749651
The Perfect Pint,40.7526651,-73.9726552
Dhaba,40.742406,-73.982895
Oasis Pizza & Gyros,40.7434391,-73.9241796
Spicy Pizza,40.7450415,-73.9205221
Empire Szechuan Garden,40.7436611,-73.9187827
Lenny's Pizza,40.7414976,-73.9204149
Chuck E. Cheese,40.753016,-73.9144402
SriPraPhai,40.7464884,-73.8992074
La Adelita De Woodside,40.7448015,-73.9107639
Jollibee,40.7460912,-73.9012009
Applebee's Grill + Bar,40.7555621,-73.9224658
The Mighty Crab (Queens),40.7522892,-73.9145444
Tito Rad's Grill,40.742463,-73.9155641
Rocco's,40.7524285,-73.9126124
Starbucks,40.743426,-73.918329
Latin Cabana,40.755953,-73.9218118
43 Bar & Grill,40.7449136,-73.921388
O'Neill's Maspeth,40.72885,-73.9007
Taco Today,40.7406205,-73.9223403
Sik Gaek,40.743491,-73.915351
Oki,40.743498,-73.919031
Zirve Turkish Grill,40.74388889999999,-73.9222222
White Castle,40.7430114,-73.9213046
Papa Johns Pizza,40.7395439,-73.9246473
KFC,40.7422938,-73.9078032
La Flor,40.7442965,-73.9113807
Tangra,40.7442639,-73.9248969
Pete's Grill,40.7436902,-73.9256027
Tropical Restaurant 2,40.73751389999999,-73.9296028
Angelo's Pizza & Deli,40.735345,-73.9356295
Bliss 46 Bistro,40.7436051,-73.9187987
Donatos Italian Restaurant & Pizzeria,40.7486142,-73.913013
La Pollera de Mario,40.7401736,-73.9234169
UNO Pizzeria & Grill,40.7559058,-73.923031
Red Ribbon Bakeshop,40.7459095,-73.8988406
Starbucks,40.7525314,-73.9092276
Subway,40.7421724,-73.9194839
Daybreak restaurant,40.7548574,-73.916624
Subway,40.7519201,-73.9096663
Starbucks,40.7559302,-73.9231329
Villa Brazil Caf?? Grill,40.7551972,-73.9180083
Butcher Block,40.7442015,-73.9234359
1 Buen Sabor Bakery,40.7435468,-73.9190919
Subway,40.74373850000001,-73.9206413
Los Cuencanitos Deli,40.7447841,-73.9099814
Don Pollo Sunnyside,40.7400075,-73.9237155
Panera Bread,40.75552699999999,-73.92249
Cemitas El Tigre,40.73922449999999,-73.9198475
The Jar Bar,40.7392797,-73.9201156
New Asian Cuisine,40.7393143,-73.9205437
El Nopal,40.7416406,-73.9198273
la Catrina De Luis,40.740028,-73.9236371
Riko,40.74228730000001,-73.9189991
Paris Baguette,40.7425264,-73.9189557
Chihuahua Restaurante,40.74243550000001,-73.9177755
Pelicana Chicken,40.74249549999999,-73.9175891
Kabayan,40.742456,-73.915473
7-Eleven,40.74315529999999,-73.9218369
Mc Guinness's Saloon,40.7436111,-73.9197222
Zio Luigi,40.7438563,-73.9218357
Romanian Garden,40.74501619999999,-73.9207939
SoleLuna,40.744115,-73.9240424
Ayada,40.74348910000001,-73.8876429
Panera Bread,40.7328712,-73.8635047
Dallas BBQ Rego Park,40.73265749999999,-73.8635857
Auntie Anne's,40.73307730000001,-73.8629763
Park Side Restaurant,40.74383479999999,-73.8560934
Bambooya AKa Sushi ya,40.7299174,-73.8606799
Red Lobster,40.735469,-73.874387
Taco Place,40.72888319999999,-73.8633786
Tangra Masala,40.7365123,-73.8783104
Little Caesars Pizza,40.7477785,-73.8799314
Georgia Diner,40.7374003,-73.8827133
La Peque??a Colombia,40.74805749999999,-73.8822776
Cold Stone Creamery,40.73534230000001,-73.8747223
Subway,40.7299725,-73.8629304
Au Bon Pain,40.7451141,-73.8857031
Tropix Bar & Lounge,40.7302496,-73.86359
Subway,40.753752,-73.871711
London Lennie's,40.72214200000001,-73.8676483
Lucky Star,40.75052479999999,-73.8619032
Sabor Latino,40.7487005,-73.8697449
El Chivito D'Oro,40.749845,-73.8823083
Barzola,40.7506776,-73.8744815
Pollos Mario,40.748325,-73.879642
El Gauchito 1,40.7419444,-73.8680556
Burger King,40.7321114,-73.8662339
Pizza Hut,40.72964,-73.8620925
JoJu,40.7407719,-73.8792374
Domino's Pizza,40.7302548,-73.8637555
Cheburechnaya,40.7276683,-73.864085
Starbucks,40.734535,-73.86914
Leo's Latticini,40.7462772,-73.859978
Pollos Mario,40.7496515,-73.8831881
Sushi Island,40.7350804,-73.8758776
Cositas Ricas,40.74765319999999,-73.8859632
Papa Johns Pizza,40.74663439999999,-73.8640352
Mama's Empanadas,40.7339265,-73.869462
Pho Bac,40.7412552,-73.8814351
Subway,40.7431358,-73.8545111
Kung Fu Tea,40.7375544,-73.8766596
Corona Pizza,40.743416,-73.854779
Papa Johns Pizza,40.7421519,-73.8744999
Taste Good,40.7416056,-73.8821806
Applebee's Grill + Bar,40.73487470000001,-73.8706293
Pizza Palace Cafe,40.7332669,-73.8501672
Cho-Sen Garden,40.7318931,-73.8488138
Urubamba,40.7501205,-73.87978
Boca Juniors,40.73732570000001,-73.8821218
Noodle House,40.7345727,-73.8690672
Empanadas Cafe,40.74023279999999,-73.8531986
Louie's,40.7459936,-73.8835566
Barosa,40.726166,-73.869858
Pollos Mario,40.7237163,-73.869266
Terraza 7,40.7475361,-73.882025
Boca Chica,40.7516888,-73.8699734
Starbucks,40.7496555,-73.8874917
Charleys Cheesesteaks,40.7345333,-73.8684442
Tacos Gloria,40.7406511,-73.8562947
Freedom Dove,40.74249609999999,-73.8739855
Tacos y Quesadillas Mexico,40.74379969999999,-73.8572871
Ph??? B???ng,40.74127219999999,-73.8807139
